room_type,number_of_reviews,calculated_host_listings_count,availability_365,price
1,4,1,0,105
1,9,1,0,79
0,3,1,0,130
1,0,1,17,180
0,1,2,52,41
1,48,1,209,80
1,14,1,1,267
0,0,1,0,75
0,4,1,0,90
0,17,1,0,64
1,1,1,0,250
0,35,2,261,90
1,4,1,3,200
1,12,2,46,99
0,0,1,197,100
0,3,1,0,90
1,8,2,0,120
1,7,1,158,200
1,0,1,0,125
0,1,3,0,115
1,44,1,285,175
0,65,1,89,70
1,0,1,0,125
1,4,2,0,260
0,11,1,0,60
1,1,1,0,80
1,8,1,5,330
1,0,1,364,200
0,2,2,0,49
0,1,1,0,69
0,6,1,63,70
1,2,1,365,300
1,24,1,48,245
0,47,2,121,80
1,5,1,21,200
1,11,1,0,159
0,1,1,0,60
1,0,2,0,140
1,5,1,24,150
0,0,1,0,70
1,7,1,4,150
0,0,1,0,125
0,2,1,90,100
1,24,2,288,102
0,14,2,0,50
0,0,1,0,90
0,13,3,85,91
0,3,3,0,90
1,38,1,361,300
0,0,1,0,38
1,0,1,259,250
0,14,1,24,100
0,2,1,0,85
0,5,1,0,45
0,15,1,178,78
1,4,1,0,78
0,0,2,0,36
1,10,1,89,130
0,5,2,86,88
1,9,1,120,225
1,1,1,0,199
0,18,2,0,65
1,45,1,0,200
1,2,2,0,120
0,1,2,0,125
0,1,1,89,78
1,6,1,311,250
0,12,1,356,80
1,3,1,0,250
0,3,1,0,75
0,0,2,0,250
1,44,1,174,97
1,1,1,0,125
1,12,1,343,165
0,0,1,133,80
0,0,1,40,38
0,11,2,44,55
0,0,1,0,75
1,15,2,0,329
0,3,1,0,45
0,5,3,65,80
0,32,3,76,55
1,21,1,239,189
0,7,3,0,130
1,6,1,3,170
1,48,2,301,99
0,1,1,365,100
0,0,1,0,89
1,1,1,0,295
1,27,1,8,179
0,29,2,74,145
0,15,1,257,85
0,15,3,0,67
0,39,1,0,125
1,7,3,363,95
1,12,1,0,130
0,22,3,147,42
2,31,1,0,40
1,63,1,0,165
1,1,1,0,120
0,2,1,0,40
1,0,1,0,215
0,5,1,0,75
0,21,1,12,108
0,6,1,87,75
0,0,1,8,105
0,10,1,0,91
0,29,1,84,112
1,0,1,0,181
1,0,1,0,134
1,1,1,0,78
1,6,3,83,165
1,0,1,0,75
0,14,1,16,35
0,5,1,0,58
1,3,1,0,99
0,2,1,90,21
1,52,2,0,189
1,2,1,0,99
1,2,1,19,65
1,4,1,160,250
1,0,3,318,75
0,51,1,0,99
1,0,1,215,130
1,34,1,239,300
1,0,1,0,167
0,6,3,66,72
0,0,1,0,60
1,51,1,83,130
1,5,1,37,199
1,15,1,0,226
1,17,1,0,90
0,2,1,0,50
2,15,3,236,19
0,36,1,63,40
1,1,1,0,52
0,4,2,0,55
0,68,1,77,100
1,20,1,0,95
1,3,1,0,125
1,7,1,0,120
1,4,1,9,200
1,61,1,239,105
1,24,1,23,300
0,0,1,362,100
1,3,1,0,275
0,9,1,249,99
0,19,2,34,60
1,0,1,169,149
0,0,1,0,75
1,2,1,0,150
2,14,1,363,42
0,5,1,35,196
1,8,1,41,119
1,0,1,85,249
1,7,1,0,105
1,56,1,286,127
1,0,1,167,244
0,18,1,280,69
1,0,1,0,275
0,2,1,0,40
1,6,1,0,295
1,1,2,188,215
1,7,1,0,110
1,70,2,248,80
1,2,1,341,280
0,2,1,0,140
0,0,1,0,75
0,9,1,170,50
0,3,1,0,45
0,5,1,0,325
1,0,2,37,125
1,1,1,31,200
0,3,2,83,57
1,15,1,0,125
1,24,1,260,100
1,0,1,9,225
0,8,1,0,100
1,5,1,0,300
1,5,1,0,100
2,1,1,363,100
1,1,1,0,229
1,0,1,0,125
1,1,1,0,125
0,0,2,0,45
1,17,3,44,44
0,4,1,150,60
1,20,1,11,200
0,0,2,22,60
0,0,1,252,120
0,1,1,116,50
0,1,1,0,50
1,25,1,2,175
0,16,1,216,60
1,2,1,0,70
0,9,1,0,68
1,37,1,185,180
1,67,3,27,99
0,2,1,0,60
1,13,1,0,150
1,5,1,2,148
1,14,1,0,195
0,4,1,156,55
2,20,3,354,100
1,2,1,0,150
0,3,2,330,50
0,0,1,0,45
1,0,1,0,113
0,9,2,0,150
0,5,1,0,100
0,2,1,0,30
1,41,1,10,125
0,64,1,224,100
1,3,1,0,99
1,33,1,15,110
1,4,1,245,134
0,1,1,0,85
1,37,1,0,100
1,16,1,0,95
1,0,1,0,200
1,0,1,364,165
1,2,3,0,92
1,0,1,157,175
0,38,2,344,50
1,60,1,156,120
1,1,1,0,250
1,27,1,1,100
0,0,1,0,61
1,14,1,105,70
1,0,1,16,150
1,68,1,98,148
0,4,1,0,73
1,2,1,43,111
1,2,1,0,180
0,11,1,156,80
0,24,3,0,30
0,0,1,18,60
1,32,1,3,79
1,3,1,0,115
2,23,2,0,49
0,6,1,0,50
1,19,1,7,250
1,13,1,83,225
1,2,1,235,217
1,3,1,0,205
1,7,1,341,149
0,15,2,114,55
0,48,3,332,77
0,6,2,77,60
1,0,1,0,135
1,1,1,9,135
0,0,1,0,50
0,9,2,319,85
1,5,1,40,150
1,69,1,114,150
0,32,1,37,65
1,1,1,0,175
0,0,2,88,75
1,17,1,5,200
0,5,1,16,180
1,6,1,0,75
1,0,1,0,135
0,3,1,0,169
0,3,2,0,49
0,3,1,189,70
1,2,1,0,125
1,0,1,0,245
1,0,1,0,170
1,3,2,1,135
0,1,1,53,60
0,1,1,249,37
1,12,2,0,144
1,43,1,231,99
0,30,1,286,45
0,1,1,0,55
0,11,1,157,60
0,6,3,77,65
1,7,1,16,130
0,58,1,52,50
0,0,1,0,60
0,22,3,38,67
1,13,1,0,140
0,4,3,89,90
0,41,3,228,73
0,0,1,0,66
1,21,1,0,175
1,1,1,164,245
0,2,1,0,70
1,2,1,0,150
0,1,2,0,60
1,25,1,0,95
0,18,1,8,70
0,2,1,0,37
1,9,2,201,165
1,5,1,0,198
1,64,1,106,90
0,22,3,29,35
1,0,1,0,75
1,4,1,310,165
1,0,1,209,250
1,4,1,359,140
0,2,1,340,49
0,1,1,0,40
0,1,1,342,70
1,0,1,255,68
1,0,1,0,150
1,0,1,0,220
0,8,1,0,70
1,11,1,13,89
1,2,1,0,192
0,0,1,178,60
0,5,1,0,50
1,13,1,42,120
0,1,1,0,40
0,3,1,0,88
1,51,1,67,125
0,3,1,0,45
1,6,1,0,100
1,2,1,46,132
0,2,1,0,40
2,7,1,0,59
0,0,1,189,95
1,69,2,328,150
0,0,1,51,150
1,12,1,151,149
0,15,2,191,99
1,2,1,8,79
1,8,1,0,180
0,1,1,276,150
0,3,1,0,100
1,6,1,155,299
1,13,1,0,150
1,13,2,97,120
0,63,2,0,47
2,0,2,88,25
1,0,1,226,135
1,2,1,0,90
1,0,1,107,110
0,0,1,0,64
0,15,1,123,45
1,13,1,0,100
1,22,1,282,125
0,9,1,0,45
0,2,1,0,10
0,9,1,0,80
0,11,1,9,160
1,60,1,258,195
0,14,1,35,75
0,4,1,270,95
1,15,1,4,75
1,0,1,0,125
1,1,1,0,200
1,57,2,228,235
1,21,3,3,150
0,22,1,58,85
0,5,1,0,140
1,10,1,66,99
1,15,1,34,260
1,8,1,252,269
1,1,1,0,75
0,0,1,0,50
1,8,1,3,190
0,0,1,0,300
1,15,1,0,105
0,9,1,0,75
0,0,3,0,85
0,6,3,220,57
0,0,1,365,85
1,13,1,195,225
1,1,1,0,50
0,1,1,0,60
0,20,2,334,81
0,2,1,180,88
0,0,1,0,97
1,43,2,338,95
0,61,1,257,145
0,1,1,0,60
0,0,1,59,100
1,37,1,333,179
0,1,1,0,85
0,1,1,0,45
1,12,1,0,170
1,8,1,351,165
1,6,1,317,135
1,48,1,339,225
1,5,1,12,135
1,1,1,48,150
0,44,1,90,95
0,1,2,0,35
0,7,1,180,65
1,7,1,129,275
0,0,1,0,90
1,0,1,188,300
0,0,2,0,60
0,6,1,0,59
0,3,2,0,70
2,14,3,306,45
1,10,1,0,110
0,0,2,8,140
1,7,1,0,289
0,1,1,0,42
2,9,2,365,47
0,3,2,342,50
0,12,1,0,150
1,3,2,0,220
0,2,2,33,60
0,0,1,0,35
1,1,1,19,240
0,0,2,342,79
0,15,1,45,44
1,67,1,186,169
1,14,1,0,150
1,64,1,159,190
1,8,1,0,190
0,10,1,36,85
0,27,1,125,85
0,23,1,30,40
0,0,1,0,90
1,30,1,0,159
1,9,1,6,175
1,1,1,0,110
0,9,1,0,139
1,60,1,297,175
0,11,2,17,60
0,1,1,351,80
1,3,1,0,140
0,0,1,296,65
1,27,1,101,230
0,42,2,365,80
0,38,3,146,51
0,14,2,249,48
0,20,2,10,45
0,33,1,0,35
0,0,1,0,49
0,1,1,0,45
0,10,1,0,56
1,1,1,125,177
0,0,2,0,145
1,1,2,51,85
1,43,1,5,145
0,2,1,0,65
1,27,2,11,175
1,7,1,239,300
0,1,1,0,41
1,20,2,27,110
1,3,1,358,300
0,4,1,0,175
0,4,1,89,100
0,10,1,2,65
1,1,1,0,139
0,7,2,0,65
1,1,1,71,160
0,1,1,0,125
1,22,2,5,90
0,19,1,365,85
0,35,2,174,50
1,4,1,235,300
1,31,1,209,140
0,25,1,198,85
0,25,1,65,75
0,0,1,0,100
0,0,1,0,115
0,2,1,0,75
1,2,1,0,150
0,7,2,28,60
1,1,1,0,180
1,0,1,0,125
0,47,3,207,45
0,1,2,0,54
0,36,2,329,67
1,7,1,4,205
0,2,1,0,45
1,13,1,362,150
0,18,3,338,62
1,0,1,0,160
1,3,1,37,111
1,0,1,0,150
0,6,1,65,57
1,13,2,0,175
0,0,1,176,150
1,68,1,364,100
1,8,1,149,75
0,1,1,0,70
1,2,1,104,114
0,1,2,0,125
1,0,1,158,215
0,30,1,0,69
0,17,1,0,135
0,0,1,0,90
1,0,1,0,150
1,62,1,81,99
0,70,3,25,50
1,2,1,0,110
1,5,1,0,85
0,23,1,95,100
0,5,1,25,100
1,0,1,365,123
0,0,1,0,80
2,3,2,0,70
1,2,1,0,100
1,1,1,0,125
0,68,1,156,45
0,0,1,0,65
0,0,3,0,70
0,0,1,0,150
1,2,1,0,275
1,0,1,0,275
0,1,1,0,110
0,14,1,272,50
0,23,1,344,85
0,6,1,364,99
1,35,1,362,149
1,3,1,0,210
1,0,1,0,80
1,18,1,21,189
0,52,1,219,128
0,1,1,0,80
2,0,1,83,30
0,2,1,0,48
1,0,1,0,200
0,1,2,95,74
0,1,1,8,80
2,67,1,216,50
0,6,1,0,43
0,13,1,184,40
1,16,1,0,250
0,3,1,344,60
0,1,3,325,52
1,5,1,0,150
0,3,1,68,52
0,1,2,0,47
0,8,2,0,45
0,9,1,0,33
1,11,1,0,105
2,4,1,0,70
1,1,1,361,93
2,1,1,88,32
0,11,1,0,45
0,1,1,157,80
0,2,1,0,130
1,7,1,0,119
1,6,2,353,249
0,26,2,55,150
0,18,2,5,55
1,8,1,24,275
1,4,1,0,100
0,27,2,33,95
0,1,2,0,80
0,5,2,179,70
0,24,1,0,65
0,1,3,179,62
1,15,1,75,150
1,1,1,0,100
0,33,1,26,105
0,19,1,0,122
1,36,1,164,155
1,4,1,0,100
0,1,1,0,69
1,6,1,0,99
1,36,1,16,295
0,0,1,0,60
1,5,1,0,78
1,1,1,0,260
0,25,1,30,65
1,0,1,0,200
1,0,1,0,139
0,42,3,102,50
1,12,1,60,169
0,0,1,364,90
0,1,1,179,50
1,11,1,214,140
0,0,1,0,105
0,0,1,0,125
1,0,1,62,145
1,3,1,0,170
1,0,2,0,165
1,19,1,23,220
1,0,1,0,107
1,23,1,23,200
1,8,1,0,129
0,5,1,0,99
1,1,1,0,130
1,3,3,271,99
1,5,1,77,275
0,2,1,0,100
0,0,1,363,54
0,68,3,362,84
0,45,1,0,99
0,1,3,60,85
1,22,2,83,149
0,13,1,264,70
1,2,1,0,99
1,11,1,216,99
0,7,1,278,130
1,8,1,104,179
0,8,1,36,52
1,7,1,1,71
0,17,1,16,45
1,0,1,0,155
0,0,1,0,150
0,3,1,0,35
0,12,1,365,135
0,0,1,0,70
1,33,2,174,220
1,0,1,0,180
0,14,1,79,79
0,28,1,0,104
1,7,1,64,90
0,2,1,188,40
0,58,2,0,119
0,4,1,0,39
0,0,2,365,100
0,0,1,365,95
1,3,1,0,200
1,18,1,0,175
1,0,1,0,210
1,48,1,250,110
0,50,1,90,45
1,9,1,254,140
0,7,2,188,85
0,21,1,32,100
1,11,1,0,150
0,2,1,0,65
0,36,1,0,70
0,9,3,318,69
1,5,1,86,190
0,1,1,269,60
1,8,1,96,70
1,25,1,30,199
0,6,1,0,50
1,1,1,63,220
0,8,1,192,36
1,14,1,9,300
1,5,1,14,179
1,12,1,323,250
0,11,1,106,130
0,14,1,0,40
0,47,2,249,65
1,37,1,6,55
0,3,1,0,60
1,0,1,0,200
1,1,2,0,130
1,19,1,102,165
1,11,2,26,50
1,36,1,114,115
1,9,1,36,140
1,9,1,188,190
0,0,1,0,80
0,0,1,0,110
1,69,1,19,110
1,30,1,32,127
0,12,1,0,105
1,3,1,0,145
1,54,1,48,300
0,1,2,334,48
1,25,1,157,225
0,0,1,0,38
1,2,1,83,100
1,6,1,0,180
0,27,2,80,57
1,47,1,6,196
1,1,1,0,120
0,5,1,0,50
1,0,1,0,175
0,0,2,0,150
1,0,1,0,125
0,26,1,0,91
2,1,1,178,40
1,18,1,3,115
0,5,1,0,55
0,0,1,129,55
1,8,1,9,199
1,18,2,86,150
0,3,1,90,60
1,23,1,0,70
0,0,1,129,50
1,22,1,123,150
0,22,2,257,48
1,1,1,0,120
0,21,2,0,55
0,2,2,89,295
1,12,3,110,199
1,23,1,0,165
2,0,1,0,20
0,1,1,0,52
1,3,1,0,200
1,27,1,280,120
0,0,1,89,75
1,17,1,171,275
0,9,1,0,100
0,59,1,43,65
1,12,1,32,250
0,0,1,0,85
0,37,1,294,75
0,1,1,0,28
0,0,1,365,70
0,8,3,0,150
1,46,1,239,190
0,0,1,0,80
1,8,1,0,90
1,14,1,10,200
1,11,1,0,195
1,41,1,151,142
2,4,2,0,75
1,2,1,0,250
0,0,1,0,100
0,0,1,31,67
1,3,1,0,160
0,52,1,188,89
0,44,1,41,100
0,47,1,348,50
0,3,1,0,90
0,0,1,0,70
0,5,1,86,110
1,1,1,0,130
1,65,1,242,140
0,0,2,0,150
0,1,1,66,225
0,47,1,134,60
1,21,1,27,185
0,3,2,343,55
1,1,1,0,200
1,19,3,0,110
0,9,1,0,90
1,41,2,147,250
1,2,1,0,110
1,4,1,0,172
1,1,1,125,270
1,29,1,0,120
1,1,1,0,150
0,1,1,0,100
1,1,1,0,100
1,17,1,0,117
0,5,1,0,55
0,0,1,7,44
1,12,1,0,188
0,56,2,49,65
0,1,1,0,48
0,62,3,338,67
0,8,3,61,70
1,13,1,0,100
1,3,1,339,299
1,4,1,65,321
0,6,3,326,60
1,8,1,3,175
1,25,1,157,140
1,9,1,8,148
1,21,1,128,120
0,0,1,0,120
0,0,2,365,150
2,1,1,89,70
1,16,1,0,160
1,0,1,0,120
1,3,2,269,190
1,0,1,132,200
1,31,1,0,145
1,0,2,0,110
0,9,2,97,36
0,0,1,0,100
2,0,1,365,70
1,53,1,36,90
1,0,1,0,200
1,2,1,95,100
0,0,1,0,50
0,2,1,0,55
0,2,2,169,40
0,69,1,283,43
1,64,1,72,250
0,0,2,177,150
1,15,1,174,79
1,0,1,109,135
1,2,2,2,135
1,29,1,38,250
0,3,2,179,120
1,14,1,0,100
1,20,1,0,150
0,2,1,0,70
0,30,3,344,39
1,4,1,0,275
0,5,1,281,52
0,29,1,84,75
1,2,1,0,110
1,0,1,116,125
0,8,1,0,40
0,7,3,342,52
0,1,1,12,85
0,2,1,0,59
1,10,1,35,189
1,0,1,1,120
0,53,1,8,54
1,5,1,0,280
1,7,1,37,83
0,32,1,295,90
1,34,1,0,122
2,0,1,0,130
1,2,1,162,160
1,1,1,0,199
1,17,3,0,150
1,0,1,0,259
0,8,2,14,50
0,0,1,363,50
1,5,1,0,175
1,47,1,194,285
0,5,1,0,100
0,3,1,0,65
0,11,1,0,100
1,1,1,82,140
1,0,1,0,103
0,2,2,164,95
2,1,1,0,30
1,2,1,33,260
0,2,2,0,45
1,0,1,158,140
1,2,1,0,200
1,9,1,6,150
0,2,1,0,55
0,0,1,0,65
0,41,2,54,75
1,5,1,8,111
1,11,2,333,145
1,48,1,0,79
1,27,1,137,110
1,7,1,0,150
1,0,1,0,90
1,30,1,0,200
0,5,3,252,99
0,5,2,0,120
1,0,1,264,120
1,38,1,107,100
0,7,1,0,40
0,1,1,59,70
2,8,2,241,50
1,22,1,68,199
1,1,1,0,60
0,0,1,0,50
0,0,1,0,60
1,4,1,0,185
1,14,1,5,95
0,3,1,0,55
1,9,1,0,120
0,17,1,227,88
0,3,1,0,40
0,12,1,12,59
1,0,1,0,275
1,24,1,19,93
1,29,1,56,225
1,1,1,0,195
0,1,1,88,75
1,1,1,0,120
0,2,2,0,80
1,1,1,0,220
0,0,1,341,190
0,11,2,89,90
0,11,1,219,95
1,25,1,0,100
0,0,1,0,45
0,49,1,0,45
1,1,1,13,135
0,34,2,181,60
0,1,1,62,80
1,0,1,0,205
1,0,1,0,145
1,1,1,0,300
0,0,1,0,95
1,8,1,279,299
1,0,3,174,250
1,5,1,0,150
0,11,1,0,95
1,52,1,317,75
0,31,1,0,45
1,7,1,17,60
1,7,1,5,150
0,1,2,0,50
1,31,1,57,198
1,49,1,16,140
2,11,2,125,41
2,0,1,0,27
1,0,1,0,199
1,0,1,5,198
1,1,2,188,115
0,16,2,364,200
1,18,1,0,80
1,0,1,0,200
0,1,1,88,38
1,6,1,0,290
1,3,1,36,150
1,1,1,0,138
1,3,1,0,100
0,1,1,83,139
1,0,1,0,150
0,39,1,78,85
1,2,1,0,160
2,0,1,0,46
1,6,1,80,100
0,30,2,270,149
0,8,2,361,100
0,4,1,0,50
1,35,1,39,99
1,4,1,348,299
1,0,2,361,199
1,30,1,0,225
0,1,2,73,90
1,11,1,0,145
1,2,2,0,180
1,17,1,0,198
1,4,1,0,145
2,0,1,0,58
1,1,1,0,150
0,1,1,51,40
0,2,1,32,70
1,0,1,0,98
0,3,3,0,90
1,1,1,34,125
1,1,1,0,249
0,3,2,350,100
0,40,1,13,53
1,0,1,0,125
1,4,1,0,69
1,0,1,0,150
1,3,1,14,189
0,5,1,364,84
0,2,1,0,46
1,24,1,25,50
1,28,1,19,95
0,20,1,0,150
0,25,1,353,70
0,3,2,0,160
1,0,1,0,200
0,2,1,0,50
0,0,3,121,90
0,47,2,196,49
0,0,1,0,90
1,14,1,158,195
0,18,1,0,45
1,20,3,208,60
0,2,1,0,110
1,19,1,8,120
0,1,1,303,65
1,22,1,50,150
1,0,1,0,197
1,9,1,0,169
0,0,1,0,159
1,6,1,0,120
1,0,1,0,100
0,0,3,76,180
1,18,1,31,185
1,1,1,100,145
1,9,1,0,50
1,1,1,4,200
0,5,1,0,150
1,28,1,0,200
1,12,1,4,100
0,21,1,0,75
1,2,1,188,99
1,1,1,0,150
0,47,1,0,70
0,0,1,0,55
0,1,1,365,60
0,10,1,317,80
1,15,1,1,150
1,1,1,25,290
0,39,1,318,65
0,0,1,0,60
1,26,3,266,250
0,12,1,0,40
1,2,1,0,85
0,6,1,0,64
0,3,1,3,64
1,6,1,0,100
2,0,1,0,150
1,1,1,20,150
1,2,2,0,250
1,8,1,163,150
1,0,1,0,100
1,0,1,0,200
0,1,2,188,75
0,64,2,280,60
0,6,1,0,90
0,5,1,310,50
1,4,1,0,168
1,9,1,47,195
1,16,1,291,200
1,0,1,0,78
1,3,1,0,200
1,5,1,59,95
1,0,1,87,110
0,18,1,92,85
1,8,1,288,170
1,11,1,1,85
1,1,1,0,110
1,1,1,0,150
0,0,1,83,60
1,8,1,0,300
1,1,1,0,200
1,1,1,29,65
0,7,2,88,45
1,1,1,0,230
1,9,1,0,95
1,5,1,162,139
0,3,1,0,50
0,0,1,0,50
1,59,1,57,120
0,8,1,283,74
1,1,1,0,89
0,29,3,0,68
0,2,1,30,69
0,42,3,15,70
1,5,2,46,151
1,54,2,308,180
1,0,1,111,200
1,48,1,316,93
0,3,2,0,52
0,50,1,0,110
0,9,2,6,60
1,0,1,0,150
1,19,2,172,95
1,17,1,106,180
0,4,1,0,100
1,1,2,255,150
1,8,1,93,299
1,62,1,343,100
1,0,1,0,120
1,0,1,0,125
1,1,1,0,80
1,5,1,12,110
0,6,2,0,37
1,5,1,0,120
1,14,1,293,102
1,0,2,19,65
1,36,2,297,199
1,18,1,24,240
1,21,1,83,90
1,7,1,0,130
0,2,1,0,100
1,2,1,0,175
1,24,1,61,300
1,1,1,0,140
0,38,3,163,41
1,0,1,0,325
0,15,3,90,60
0,4,1,0,69
1,6,2,148,150
0,1,1,0,40
0,14,1,0,50
0,61,1,90,100
0,21,2,329,125
0,26,2,0,55
0,7,2,364,125
0,3,1,362,50
0,2,3,31,105
1,50,2,257,96
1,1,1,0,75
0,4,1,365,270
0,11,1,189,125
1,0,1,6,120
1,61,1,1,120
1,0,1,74,150
1,0,1,0,125
0,9,1,87,85
1,5,1,20,300
1,4,1,12,91
0,27,2,365,100
0,20,2,191,95
1,6,1,0,125
1,29,1,0,200
1,4,1,0,155
0,2,1,23,51
1,4,1,0,195
1,0,1,71,200
0,28,1,123,70
0,1,1,0,30
1,0,1,0,95
0,17,1,0,54
0,8,1,0,70
1,1,1,0,150
1,3,1,0,105
1,0,1,0,106
0,8,1,0,90
1,5,2,363,250
0,39,1,15,50
0,19,1,0,60
1,0,1,23,202
1,0,1,341,168
0,1,1,110,65
0,4,2,153,65
1,9,1,24,125
1,7,1,0,179
1,31,1,99,120
0,11,2,0,60
1,12,1,5,85
1,1,1,0,225
2,5,1,0,68
1,27,1,31,250
0,18,1,280,90
0,7,1,156,125
0,0,1,0,100
1,48,1,3,93
1,1,3,0,223
0,45,1,41,78
1,25,1,0,109
0,2,1,0,100
1,32,2,257,98
0,5,1,0,40
1,13,1,365,300
1,8,1,15,79
0,0,1,55,59
1,2,1,0,260
1,1,1,170,149
0,0,1,0,110
1,59,1,52,120
0,11,1,0,70
0,2,1,0,60
1,0,1,0,149
1,11,1,10,212
0,3,1,0,45
0,1,1,0,40
1,30,3,81,129
1,13,1,116,273
1,42,1,220,100
0,0,1,0,120
1,0,1,365,100
1,14,1,119,200
1,27,1,280,200
1,52,1,0,195
0,17,1,0,41
1,1,1,0,60
1,0,1,0,120
0,0,3,0,75
0,8,1,157,37
0,10,1,74,63
1,36,1,145,150
0,43,1,88,117
1,9,1,189,130
0,25,1,241,35
1,0,1,0,99
1,42,1,147,85
0,66,1,263,79
0,2,1,0,25
1,6,1,83,105
1,19,1,13,130
1,70,1,120,115
1,18,1,3,100
1,3,2,98,325
1,0,3,0,175
0,10,1,0,60
0,1,1,0,135
0,17,1,311,50
1,5,1,0,115
0,14,1,357,85
1,2,1,0,220
0,19,1,10,75
0,0,2,281,50
1,1,1,0,180
0,18,1,61,100
1,3,1,13,200
1,5,1,0,215
0,15,2,67,59
0,1,2,0,70
0,0,1,0,35
1,22,1,118,150
0,2,1,26,279
1,18,1,307,245
1,4,1,15,195
0,11,2,318,60
1,46,1,29,300
1,10,1,20,86
1,1,1,0,200
0,0,1,0,35
1,6,1,12,195
0,1,1,0,45
0,5,1,0,110
0,11,2,0,30
0,2,1,16,75
0,0,1,0,100
0,58,2,26,69
0,0,2,0,82
1,0,1,0,200
1,15,1,0,250
1,20,3,310,145
0,42,1,109,100
0,7,2,48,130
1,2,1,0,199
0,1,1,0,45
1,9,1,0,300
0,16,2,0,50
0,3,2,0,60
1,50,1,19,245
0,0,1,0,60
0,26,1,160,95
1,32,1,0,144
0,36,2,52,60
0,51,1,341,37
0,0,1,0,75
0,50,3,87,49
0,58,3,354,120
0,18,1,312,80
1,8,2,0,120
1,17,2,0,135
1,36,1,0,194
0,5,2,198,79
1,6,1,237,199
1,1,1,7,100
0,1,1,0,60
0,2,1,0,65
0,29,1,359,85
1,4,1,5,150
0,0,1,0,80
0,27,1,63,150
1,1,1,290,160
0,1,1,357,110
1,9,2,54,88
1,6,1,8,120
0,1,1,8,189
1,1,2,14,75
0,0,1,365,129
1,0,1,0,200
1,13,1,0,100
1,12,1,359,290
1,1,3,50,90
0,1,1,0,100
1,23,1,151,120
1,20,1,82,150
1,1,2,64,250
0,3,2,128,70
0,1,2,310,86
1,1,1,0,120
0,4,1,87,173
1,1,1,314,199
0,9,1,0,46
1,2,1,0,66
1,1,1,16,220
0,4,1,329,52
0,25,1,29,45
0,1,1,5,65
1,9,1,0,60
1,16,1,11,97
1,2,1,0,145
1,4,2,89,265
0,2,2,7,75
2,4,1,0,42
1,3,1,85,200
1,5,1,0,133
1,0,1,327,149
0,0,1,363,240
1,2,1,362,95
1,10,1,0,58
1,14,2,257,63
1,3,1,25,150
0,1,1,0,199
1,8,1,0,60
0,0,1,0,40
0,3,1,365,120
1,5,2,365,165
0,0,1,0,150
1,3,2,0,200
0,6,1,0,99
1,41,2,0,170
1,2,1,0,250
1,35,2,269,160
0,2,1,0,90
0,4,1,0,35
0,0,1,0,60
2,1,1,0,55
1,2,1,40,100
1,9,1,0,59
1,0,1,0,225
0,0,1,90,99
1,62,1,224,149
1,0,1,244,220
1,53,1,21,99
1,0,1,10,90
0,0,3,362,150
0,0,1,176,65
0,4,1,0,48
1,2,1,0,125
0,19,1,13,73
1,16,1,0,190
0,5,2,360,29
0,2,1,0,50
1,7,1,249,90
0,0,1,270,70
1,38,1,243,135
0,59,1,34,88
0,5,2,281,75
0,4,1,84,40
0,35,2,365,50
0,2,3,53,230
0,4,1,0,35
1,46,1,228,200
1,1,1,0,150
0,4,1,0,34
1,1,2,311,190
0,0,1,0,65
1,8,1,0,125
1,4,1,0,120
1,13,1,201,120
1,26,1,93,150
1,0,1,205,220
1,3,1,0,80
1,3,1,0,180
1,36,1,358,190
0,0,2,310,110
1,6,1,12,80
1,3,1,0,137
0,13,1,54,140
1,38,2,330,125
1,3,2,0,140
1,40,1,4,150
1,24,1,51,165
0,2,1,87,150
0,1,1,0,52
0,3,2,5,60
0,8,2,63,85
1,22,2,0,169
1,2,1,0,190
1,12,1,0,150
1,16,1,0,169
1,1,1,0,69
0,1,1,364,150
1,2,1,0,125
1,0,1,0,300
1,1,1,0,225
1,4,2,269,80
1,0,1,189,100
0,15,1,179,89
0,5,1,0,59
0,20,2,239,175
0,0,1,0,150
0,0,3,333,51
0,18,1,310,55
0,3,1,0,60
1,8,2,0,170
1,28,1,0,179
0,1,2,0,95
1,1,1,0,50
1,14,1,17,249
0,42,2,54,45
1,1,1,76,225
1,6,1,0,250
1,17,2,244,150
1,2,1,21,190
1,3,1,0,150
1,4,1,97,165
1,0,3,359,150
1,2,1,1,150
1,1,1,0,120
0,1,1,0,45
0,1,1,0,51
1,1,1,0,155
1,0,1,0,225
0,10,1,310,55
1,4,2,0,199
1,14,1,306,300
1,12,1,38,249
1,54,1,0,166
0,1,1,0,89
1,0,1,0,150
0,6,2,0,40
1,5,1,0,225
1,1,1,0,200
0,13,3,362,55
1,0,1,4,181
0,24,1,150,35
0,9,1,0,91
1,7,1,4,187
0,0,3,73,50
2,47,1,76,85
1,2,1,0,150
1,3,1,0,125
0,46,1,343,75
1,11,1,143,119
1,2,2,3,173
1,10,2,87,106
0,11,1,9,70
0,0,2,115,75
0,3,2,0,30
1,0,1,129,150
0,0,1,15,200
1,5,1,0,219
0,4,1,0,68
0,3,1,0,32
1,39,1,19,170
1,0,1,0,180
0,14,1,0,85
1,7,1,326,100
1,3,1,15,135
1,0,1,0,190
1,1,1,0,183
1,39,1,15,95
2,0,1,245,11
1,25,1,6,200
0,10,1,173,47
0,21,1,0,55
1,0,1,5,94
0,1,1,0,40
0,1,1,0,110
0,1,2,0,70
